SalesOrderNumber,OrderDate,ProductKey,SalesTerritoryKey,OrderQuantity,UnitPrice,SalesAmount,TotalProductCost
SO67725,2013-10-04 00:00:00.000,528,7,1,4.99,4.99,1.8663
SO67725,2013-10-04 00:00:00.000,535,7,1,24.99,24.99,9.3463
SO67725,2013-10-04 00:00:00.000,480,7,1,2.29,2.29,0.8565
SO67726,2013-10-04 00:00:00.000,535,8,1,24.99,24.99,9.3463
SO67726,2013-10-04 00:00:00.000,528,8,1,4.99,4.99,1.8663
SO67726,2013-10-04 00:00:00.000,225,8,1,8.99,8.99,6.9223
SO67726,2013-10-04 00:00:00.000,214,8,1,34.99,34.99,13.0863
SO67727,2013-10-04 00:00:00.000,530,10,1,4.99,4.99,1.8663
SO67727,2013-10-04 00:00:00.000,214,10,1,34.99,34.99,13.0863
SO67728,2013-10-04 00:00:00.000,537,6,1,35.00,35.00,13.09
SO67729,2013-10-04 00:00:00.000,485,6,1,21.98,21.98,8.2205
SO67729,2013-10-04 00:00:00.000,217,6,1,34.99,34.99,13.0863
SO67730,2013-10-04 00:00:00.000,485,6,1,21.98,21.98,8.2205
SO67730,2013-10-04 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO67731,2013-10-04 00:00:00.000,225,8,1,8.99,8.99,6.9223
SO67732,2013-10-04 00:00:00.000,590,1,1,769.49,769.49,419.7784
SO67732,2013-10-04 00:00:00.000,222,1,1,34.99,34.99,13.0863
SO67733,2013-10-04 00:00:00.000,587,6,1,769.49,769.49,419.7784
SO67733,2013-10-04 00:00:00.000,474,6,1,69.99,69.99,26.1763
SO67734,2013-10-04 00:00:00.000,355,4,1,2319.99,2319.99,1265.6195
SO67734,2013-10-04 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO67734,2013-10-04 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO67735,2013-10-04 00:00:00.000,359,1,1,2294.99,2294.99,1251.9813
SO67735,2013-10-04 00:00:00.000,485,1,1,21.98,21.98,8.2205
SO67736,2013-10-04 00:00:00.000,357,1,1,2319.99,2319.99,1265.6195
SO67736,2013-10-04 00:00:00.000,217,1,1,34.99,34.99,13.0863
SO67737,2013-10-04 00:00:00.000,361,4,1,2294.99,2294.99,1251.9813
SO67737,2013-10-04 00:00:00.000,528,4,1,4.99,4.99,1.8663
SO67737,2013-10-04 00:00:00.000,537,4,1,35.00,35.00,13.09
SO67737,2013-10-04 00:00:00.000,484,4,1,7.95,7.95,2.9733
SO67738,2013-10-04 00:00:00.000,363,4,1,2294.99,2294.99,1251.9813
SO67738,2013-10-04 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO67738,2013-10-04 00:00:00.000,478,4,1,9.99,9.99,3.7363
SO67738,2013-10-04 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO67738,2013-10-04 00:00:00.000,234,4,1,49.99,49.99,38.4923
SO67739,2013-10-04 00:00:00.000,357,1,1,2319.99,2319.99,1265.6195
SO67739,2013-10-04 00:00:00.000,485,1,1,21.98,21.98,8.2205
SO67739,2013-10-04 00:00:00.000,222,1,1,34.99,34.99,13.0863
SO67740,2013-10-04 00:00:00.000,357,1,1,2319.99,2319.99,1265.6195
SO67740,2013-10-04 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67741,2013-10-04 00:00:00.000,563,10,1,2384.07,2384.07,1481.9379
SO67741,2013-10-04 00:00:00.000,481,10,1,8.99,8.99,3.3623
SO67742,2013-10-04 00:00:00.000,357,9,1,2319.99,2319.99,1265.6195
SO67742,2013-10-04 00:00:00.000,537,9,1,35.00,35.00,13.09
SO67742,2013-10-04 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO67742,2013-10-04 00:00:00.000,467,9,1,24.49,24.49,9.1593
SO67742,2013-10-04 00:00:00.000,217,9,1,34.99,34.99,13.0863
SO67743,2013-10-04 00:00:00.000,361,9,1,2294.99,2294.99,1251.9813
SO67743,2013-10-04 00:00:00.000,537,9,1,35.00,35.00,13.09
SO67744,2013-10-04 00:00:00.000,386,9,1,1120.49,1120.49,713.0798
SO67744,2013-10-04 00:00:00.000,214,9,1,34.99,34.99,13.0863
SO67745,2013-10-04 00:00:00.000,386,9,1,1120.49,1120.49,713.0798
SO67746,2013-10-04 00:00:00.000,388,9,1,1120.49,1120.49,713.0798
SO67746,2013-10-04 00:00:00.000,222,9,1,34.99,34.99,13.0863
SO67746,2013-10-04 00:00:00.000,490,9,1,53.99,53.99,41.5723
SO67746,2013-10-04 00:00:00.000,465,9,1,24.49,24.49,9.1593
SO67747,2013-10-04 00:00:00.000,386,9,1,1120.49,1120.49,713.0798
SO67747,2013-10-04 00:00:00.000,529,9,1,3.99,3.99,1.4923
SO67747,2013-10-04 00:00:00.000,539,9,1,24.99,24.99,9.3463
SO67748,2013-10-04 00:00:00.000,380,9,1,2443.35,2443.35,1554.9479
SO67748,2013-10-04 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO67748,2013-10-04 00:00:00.000,479,9,1,8.99,8.99,3.3623
SO67748,2013-10-04 00:00:00.000,225,9,1,8.99,8.99,6.9223
SO67749,2013-10-04 00:00:00.000,574,4,1,2384.07,2384.07,1481.9379
SO67750,2013-10-04 00:00:00.000,573,4,1,2384.07,2384.07,1481.9379
SO67750,2013-10-04 00:00:00.000,225,4,1,8.99,8.99,6.9223
SO67750,2013-10-04 00:00:00.000,490,4,1,53.99,53.99,41.5723
SO67751,2013-10-04 00:00:00.000,574,4,1,2384.07,2384.07,1481.9379
SO67751,2013-10-04 00:00:00.000,214,4,1,34.99,34.99,13.0863
SO67751,2013-10-04 00:00:00.000,231,4,1,49.99,49.99,38.4923
SO67752,2013-10-04 00:00:00.000,578,4,1,1214.85,1214.85,755.1508
SO67752,2013-10-04 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO67753,2013-10-04 00:00:00.000,560,1,1,1214.85,1214.85,755.1508
SO67753,2013-10-04 00:00:00.000,222,1,1,34.99,34.99,13.0863
SO67754,2013-10-04 00:00:00.000,605,4,1,539.99,539.99,343.6496
SO67754,2013-10-04 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO67754,2013-10-04 00:00:00.000,538,4,1,21.49,21.49,8.0373
SO67754,2013-10-04 00:00:00.000,486,4,1,159.00,159.00,59.466
SO67755,2013-10-04 00:00:00.000,604,4,1,539.99,539.99,343.6496
SO67755,2013-10-04 00:00:00.000,538,4,1,21.49,21.49,8.0373
SO67755,2013-10-04 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO67755,2013-10-04 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO67756,2013-10-04 00:00:00.000,584,4,1,539.99,539.99,343.6496
SO67756,2013-10-04 00:00:00.000,479,4,1,8.99,8.99,3.3623
SO67756,2013-10-04 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO67756,2013-10-04 00:00:00.000,228,4,1,49.99,49.99,38.4923
SO67756,2013-10-04 00:00:00.000,467,4,1,24.49,24.49,9.1593
SO67757,2013-10-04 00:00:00.000,386,6,1,1120.49,1120.49,713.0798
SO67757,2013-10-04 00:00:00.000,217,6,1,34.99,34.99,13.0863
SO67758,2013-10-04 00:00:00.000,386,6,1,1120.49,1120.49,713.0798
SO67759,2013-10-04 00:00:00.000,581,4,1,1700.99,1700.99,1082.51
SO67759,2013-10-04 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO67759,2013-10-04 00:00:00.000,463,4,1,24.49,24.49,9.1593
SO67760,2013-10-04 00:00:00.000,225,4,1,8.99,8.99,6.9223
SO67760,2013-10-04 00:00:00.000,582,4,1,1700.99,1700.99,1082.51
SO67761,2013-10-04 00:00:00.000,604,8,1,539.99,539.99,343.6496
SO67762,2013-10-04 00:00:00.000,584,10,1,539.99,539.99,343.6496
SO67762,2013-10-04 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO67763,2013-10-04 00:00:00.000,605,8,1,539.99,539.99,343.6496
SO67763,2013-10-04 00:00:00.000,222,8,1,34.99,34.99,13.0863
SO67764,2013-10-04 00:00:00.000,564,7,1,2384.07,2384.07,1481.9379
SO67764,2013-10-04 00:00:00.000,222,7,1,34.99,34.99,13.0863
SO67765,2013-10-05 00:00:00.000,539,9,1,24.99,24.99,9.3463
SO67766,2013-10-05 00:00:00.000,539,9,1,24.99,24.99,9.3463
SO67767,2013-10-05 00:00:00.000,539,9,1,24.99,24.99,9.3463
SO67767,2013-10-05 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO67767,2013-10-05 00:00:00.000,484,9,1,7.95,7.95,2.9733
SO67768,2013-10-05 00:00:00.000,536,9,1,29.99,29.99,11.2163
SO67769,2013-10-05 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO67769,2013-10-05 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO67770,2013-10-05 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO67770,2013-10-05 00:00:00.000,217,9,1,34.99,34.99,13.0863
SO67771,2013-10-05 00:00:00.000,475,9,1,69.99,69.99,26.1763
SO67772,2013-10-05 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO67773,2013-10-05 00:00:00.000,479,9,1,8.99,8.99,3.3623
SO67773,2013-10-05 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO67774,2013-10-05 00:00:00.000,588,10,1,769.49,769.49,419.7784
SO67774,2013-10-05 00:00:00.000,536,10,1,29.99,29.99,11.2163
SO67774,2013-10-05 00:00:00.000,528,10,1,4.99,4.99,1.8663
SO67774,2013-10-05 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO67775,2013-10-05 00:00:00.000,590,10,1,769.49,769.49,419.7784
SO67775,2013-10-05 00:00:00.000,228,10,1,49.99,49.99,38.4923
SO67776,2013-10-05 00:00:00.000,357,7,1,2319.99,2319.99,1265.6195
SO67776,2013-10-05 00:00:00.000,485,7,1,21.98,21.98,8.2205
SO67777,2013-10-05 00:00:00.000,357,8,1,2319.99,2319.99,1265.6195
SO67777,2013-10-05 00:00:00.000,214,8,1,34.99,34.99,13.0863
SO67778,2013-10-05 00:00:00.000,359,10,1,2294.99,2294.99,1251.9813
SO67778,2013-10-05 00:00:00.000,483,10,1,120.00,120.00,44.88
SO67779,2013-10-05 00:00:00.000,588,7,1,769.49,769.49,419.7784
SO67779,2013-10-05 00:00:00.000,477,7,1,4.99,4.99,1.8663
SO67779,2013-10-05 00:00:00.000,478,7,1,9.99,9.99,3.7363
SO67779,2013-10-05 00:00:00.000,222,7,1,34.99,34.99,13.0863
SO67780,2013-10-05 00:00:00.000,583,8,1,1700.99,1700.99,1082.51
SO67781,2013-10-05 00:00:00.000,581,8,1,1700.99,1700.99,1082.51
SO67781,2013-10-05 00:00:00.000,217,8,1,34.99,34.99,13.0863
SO67782,2013-10-05 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO67782,2013-10-05 00:00:00.000,484,6,1,7.95,7.95,2.9733
SO67783,2013-10-05 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO67784,2013-10-05 00:00:00.000,231,4,1,49.99,49.99,38.4923
SO67785,2013-10-05 00:00:00.000,539,4,1,24.99,24.99,9.3463
SO67786,2013-10-05 00:00:00.000,535,4,1,24.99,24.99,9.3463
SO67786,2013-10-05 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO67787,2013-10-05 00:00:00.000,541,1,1,28.99,28.99,10.8423
SO67787,2013-10-05 00:00:00.000,530,1,1,4.99,4.99,1.8663
SO67787,2013-10-05 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67788,2013-10-05 00:00:00.000,538,1,1,21.49,21.49,8.0373
SO67788,2013-10-05 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO67788,2013-10-05 00:00:00.000,214,1,1,34.99,34.99,13.0863
SO67789,2013-10-05 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO67789,2013-10-05 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO67789,2013-10-05 00:00:00.000,222,1,1,34.99,34.99,13.0863
SO67790,2013-10-05 00:00:00.000,535,1,1,24.99,24.99,9.3463
SO67790,2013-10-05 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67791,2013-10-05 00:00:00.000,536,6,1,29.99,29.99,11.2163
SO67791,2013-10-05 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO67792,2013-10-05 00:00:00.000,478,4,1,9.99,9.99,3.7363
SO67792,2013-10-05 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO67792,2013-10-05 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO67793,2013-10-05 00:00:00.000,478,6,1,9.99,9.99,3.7363
SO67793,2013-10-05 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO67794,2013-10-05 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO67794,2013-10-05 00:00:00.000,478,4,1,9.99,9.99,3.7363
SO67794,2013-10-05 00:00:00.000,484,4,1,7.95,7.95,2.9733
SO67795,2013-10-05 00:00:00.000,225,4,1,8.99,8.99,6.9223
SO67795,2013-10-05 00:00:00.000,476,4,1,69.99,69.99,26.1763
SO67796,2013-10-05 00:00:00.000,474,1,1,69.99,69.99,26.1763
SO67796,2013-10-05 00:00:00.000,228,1,1,49.99,49.99,38.4923
SO67796,2013-10-05 00:00:00.000,225,1,1,8.99,8.99,6.9223
SO67797,2013-10-05 00:00:00.000,528,1,1,4.99,4.99,1.8663
SO67798,2013-10-05 00:00:00.000,528,1,1,4.99,4.99,1.8663
SO67798,2013-10-05 00:00:00.000,214,1,1,34.99,34.99,13.0863
SO67799,2013-10-05 00:00:00.000,225,6,1,8.99,8.99,6.9223
SO67799,2013-10-05 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO67800,2013-10-05 00:00:00.000,528,4,1,4.99,4.99,1.8663
SO67800,2013-10-05 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO67801,2013-10-05 00:00:00.000,475,10,1,69.99,69.99,26.1763
SO67801,2013-10-05 00:00:00.000,225,10,1,8.99,8.99,6.9223
SO67802,2013-10-05 00:00:00.000,529,10,1,3.99,3.99,1.4923
SO67802,2013-10-05 00:00:00.000,540,10,1,32.60,32.60,12.1924
SO67802,2013-10-05 00:00:00.000,222,10,1,34.99,34.99,13.0863
SO67803,2013-10-05 00:00:00.000,485,10,1,21.98,21.98,8.2205
SO67803,2013-10-05 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO67804,2013-10-05 00:00:00.000,535,8,1,24.99,24.99,9.3463
SO67805,2013-10-05 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO67806,2013-10-05 00:00:00.000,477,7,1,4.99,4.99,1.8663
SO67806,2013-10-05 00:00:00.000,214,7,1,34.99,34.99,13.0863
SO67807,2013-10-05 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO67807,2013-10-05 00:00:00.000,225,10,1,8.99,8.99,6.9223
SO67807,2013-10-05 00:00:00.000,214,10,1,34.99,34.99,13.0863
SO67808,2013-10-05 00:00:00.000,538,8,1,21.49,21.49,8.0373
SO67808,2013-10-05 00:00:00.000,480,8,1,2.29,2.29,0.8565
SO67809,2013-10-05 00:00:00.000,530,7,1,4.99,4.99,1.8663
SO67809,2013-10-05 00:00:00.000,467,7,1,24.49,24.49,9.1593
SO67810,2013-10-05 00:00:00.000,541,10,1,28.99,28.99,10.8423
SO67810,2013-10-05 00:00:00.000,530,10,1,4.99,4.99,1.8663
SO67811,2013-10-05 00:00:00.000,530,10,1,4.99,4.99,1.8663
SO67811,2013-10-05 00:00:00.000,479,10,1,8.99,8.99,3.3623
SO67811,2013-10-05 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO67812,2013-10-05 00:00:00.000,530,10,1,4.99,4.99,1.8663
SO67812,2013-10-05 00:00:00.000,480,10,1,2.29,2.29,0.8565
SO67813,2013-10-05 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO67814,2013-10-05 00:00:00.000,537,4,1,35.00,35.00,13.09
SO67815,2013-10-05 00:00:00.000,225,7,1,8.99,8.99,6.9223
SO67816,2013-10-05 00:00:00.000,478,7,1,9.99,9.99,3.7363
SO67816,2013-10-05 00:00:00.000,477,7,1,4.99,4.99,1.8663
SO67816,2013-10-05 00:00:00.000,491,7,1,53.99,53.99,41.5723
SO67816,2013-10-05 00:00:00.000,465,7,1,24.49,24.49,9.1593
SO67817,2013-10-05 00:00:00.000,592,4,1,564.99,564.99,308.2179
SO67818,2013-10-05 00:00:00.000,363,4,1,2294.99,2294.99,1251.9813
SO67818,2013-10-05 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO67818,2013-10-05 00:00:00.000,472,4,1,63.50,63.50,23.749
SO67819,2013-10-05 00:00:00.000,361,1,1,2294.99,2294.99,1251.9813
SO67819,2013-10-05 00:00:00.000,485,1,1,21.98,21.98,8.2205
SO67819,2013-10-05 00:00:00.000,478,1,1,9.99,9.99,3.7363
SO67819,2013-10-05 00:00:00.000,477,1,1,4.99,4.99,1.8663
SO67819,2013-10-05 00:00:00.000,482,1,1,8.99,8.99,3.3623
SO67820,2013-10-05 00:00:00.000,570,7,1,742.35,742.35,461.4448
SO67820,2013-10-05 00:00:00.000,541,7,1,28.99,28.99,10.8423
SO67820,2013-10-05 00:00:00.000,225,7,1,8.99,8.99,6.9223
SO67820,2013-10-05 00:00:00.000,530,7,1,4.99,4.99,1.8663
SO67821,2013-10-05 00:00:00.000,567,7,1,742.35,742.35,461.4448
SO67821,2013-10-05 00:00:00.000,214,7,1,34.99,34.99,13.0863
SO67822,2013-10-05 00:00:00.000,568,8,1,742.35,742.35,461.4448
SO67822,2013-10-05 00:00:00.000,214,8,1,34.99,34.99,13.0863
SO67823,2013-10-05 00:00:00.000,577,10,1,1214.85,1214.85,755.1508
SO67823,2013-10-05 00:00:00.000,530,10,1,4.99,4.99,1.8663
SO67823,2013-10-05 00:00:00.000,541,10,1,28.99,28.99,10.8423
SO67823,2013-10-05 00:00:00.000,480,10,1,2.29,2.29,0.8565
SO67824,2013-10-05 00:00:00.000,578,10,1,1214.85,1214.85,755.1508
SO67825,2013-10-05 00:00:00.000,388,9,1,1120.49,1120.49,713.0798
SO67825,2013-10-05 00:00:00.000,479,9,1,8.99,8.99,3.3623
SO67825,2013-10-05 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO67825,2013-10-05 00:00:00.000,487,9,1,54.99,54.99,20.5663
SO67825,2013-10-05 00:00:00.000,491,9,1,53.99,53.99,41.5723
SO67826,2013-10-05 00:00:00.000,604,9,1,539.99,539.99,343.6496
SO67826,2013-10-05 00:00:00.000,222,9,1,34.99,34.99,13.0863
SO67826,2013-10-05 00:00:00.000,463,9,1,24.49,24.49,9.1593
SO67827,2013-10-05 00:00:00.000,606,9,1,539.99,539.99,343.6496
SO67828,2013-10-05 00:00:00.000,380,9,1,2443.35,2443.35,1554.9479
SO67829,2013-10-05 00:00:00.000,353,9,1,2319.99,2319.99,1265.6195
SO67830,2013-10-05 00:00:00.000,567,4,1,742.35,742.35,461.4448
SO67830,2013-10-05 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO67830,2013-10-05 00:00:00.000,479,4,1,8.99,8.99,3.3623
SO67830,2013-10-05 00:00:00.000,234,4,1,49.99,49.99,38.4923
SO67831,2013-10-05 00:00:00.000,563,4,1,2384.07,2384.07,1481.9379
SO67831,2013-10-05 00:00:00.000,479,4,1,8.99,8.99,3.3623
SO67831,2013-10-05 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO67831,2013-10-05 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO67832,2013-10-05 00:00:00.000,606,4,1,539.99,539.99,343.6496
SO67832,2013-10-05 00:00:00.000,222,4,1,34.99,34.99,13.0863
SO67833,2013-10-05 00:00:00.000,583,1,1,1700.99,1700.99,1082.51
SO67833,2013-10-05 00:00:00.000,539,1,1,24.99,24.99,9.3463
SO67834,2013-10-05 00:00:00.000,581,1,1,1700.99,1700.99,1082.51
SO67835,2013-10-05 00:00:00.000,580,6,1,1700.99,1700.99,1082.51
SO67835,2013-10-05 00:00:00.000,231,6,1,49.99,49.99,38.4923
SO67836,2013-10-05 00:00:00.000,384,10,1,1120.49,1120.49,713.0798
SO67837,2013-10-05 00:00:00.000,568,9,1,742.35,742.35,461.4448
SO67837,2013-10-05 00:00:00.000,489,9,1,53.99,53.99,41.5723
SO67838,2013-10-05 00:00:00.000,561,9,1,2384.07,2384.07,1481.9379
SO67838,2013-10-05 00:00:00.000,530,9,1,4.99,4.99,1.8663
SO67838,2013-10-05 00:00:00.000,541,9,1,28.99,28.99,10.8423
SO67838,2013-10-05 00:00:00.000,214,9,1,34.99,34.99,13.0863
SO67839,2013-10-06 00:00:00.000,484,4,1,7.95,7.95,2.9733
SO67840,2013-10-06 00:00:00.000,231,1,1,49.99,49.99,38.4923
SO67841,2013-10-06 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO67841,2013-10-06 00:00:00.000,535,9,1,24.99,24.99,9.3463
SO67841,2013-10-06 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO67842,2013-10-06 00:00:00.000,536,9,1,29.99,29.99,11.2163
SO67842,2013-10-06 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO67842,2013-10-06 00:00:00.000,222,9,1,34.99,34.99,13.0863
SO67842,2013-10-06 00:00:00.000,473,9,1,63.50,63.50,23.749
SO67843,2013-10-06 00:00:00.000,537,9,1,35.00,35.00,13.09
SO67843,2013-10-06 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO67843,2013-10-06 00:00:00.000,217,9,1,34.99,34.99,13.0863
SO67844,2013-10-06 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO67844,2013-10-06 00:00:00.000,537,9,1,35.00,35.00,13.09
SO67844,2013-10-06 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO67845,2013-10-06 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO67846,2013-10-06 00:00:00.000,530,9,1,4.99,4.99,1.8663
SO67846,2013-10-06 00:00:00.000,217,9,1,34.99,34.99,13.0863
SO67847,2013-10-06 00:00:00.000,214,9,1,34.99,34.99,13.0863
SO67848,2013-10-06 00:00:00.000,355,8,1,2319.99,2319.99,1265.6195
SO67848,2013-10-06 00:00:00.000,477,8,1,4.99,4.99,1.8663
SO67848,2013-10-06 00:00:00.000,478,8,1,9.99,9.99,3.7363
SO67848,2013-10-06 00:00:00.000,489,8,1,53.99,53.99,41.5723
SO67849,2013-10-06 00:00:00.000,355,8,1,2319.99,2319.99,1265.6195
SO67849,2013-10-06 00:00:00.000,480,8,1,2.29,2.29,0.8565
SO67850,2013-10-06 00:00:00.000,357,10,1,2319.99,2319.99,1265.6195
SO67850,2013-10-06 00:00:00.000,478,10,1,9.99,9.99,3.7363
SO67850,2013-10-06 00:00:00.000,222,10,1,34.99,34.99,13.0863
SO67850,2013-10-06 00:00:00.000,225,10,1,8.99,8.99,6.9223
SO67851,2013-10-06 00:00:00.000,372,10,1,2443.35,2443.35,1554.9479
SO67851,2013-10-06 00:00:00.000,540,10,1,32.60,32.60,12.1924
SO67852,2013-10-06 00:00:00.000,590,7,1,769.49,769.49,419.7784
SO67852,2013-10-06 00:00:00.000,237,7,1,49.99,49.99,38.4923
SO67853,2013-10-06 00:00:00.000,582,7,1,1700.99,1700.99,1082.51
SO67853,2013-10-06 00:00:00.000,231,7,1,49.99,49.99,38.4923
SO67853,2013-10-06 00:00:00.000,225,7,1,8.99,8.99,6.9223
SO67854,2013-10-06 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO67854,2013-10-06 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67855,2013-10-06 00:00:00.000,541,1,1,28.99,28.99,10.8423
SO67855,2013-10-06 00:00:00.000,530,1,1,4.99,4.99,1.8663
SO67855,2013-10-06 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67856,2013-10-06 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO67856,2013-10-06 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67857,2013-10-06 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO67857,2013-10-06 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO67857,2013-10-06 00:00:00.000,225,1,1,8.99,8.99,6.9223
SO67857,2013-10-06 00:00:00.000,490,1,1,53.99,53.99,41.5723
SO67858,2013-10-06 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO67858,2013-10-06 00:00:00.000,540,4,1,32.60,32.60,12.1924
SO67858,2013-10-06 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO67859,2013-10-06 00:00:00.000,540,4,1,32.60,32.60,12.1924
SO67859,2013-10-06 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO67859,2013-10-06 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO67860,2013-10-06 00:00:00.000,540,6,1,32.60,32.60,12.1924
SO67860,2013-10-06 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO67861,2013-10-06 00:00:00.000,540,4,1,32.60,32.60,12.1924
SO67861,2013-10-06 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO67861,2013-10-06 00:00:00.000,214,4,1,34.99,34.99,13.0863
SO67862,2013-10-06 00:00:00.000,536,1,1,29.99,29.99,11.2163
SO67862,2013-10-06 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO67863,2013-10-06 00:00:00.000,536,1,1,29.99,29.99,11.2163
SO67863,2013-10-06 00:00:00.000,528,1,1,4.99,4.99,1.8663
SO67863,2013-10-06 00:00:00.000,228,1,1,49.99,49.99,38.4923
SO67864,2013-10-06 00:00:00.000,536,6,1,29.99,29.99,11.2163
SO67864,2013-10-06 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO67864,2013-10-06 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO67864,2013-10-06 00:00:00.000,484,6,1,7.95,7.95,2.9733
SO67865,2013-10-06 00:00:00.000,478,4,1,9.99,9.99,3.7363
SO67866,2013-10-06 00:00:00.000,476,4,1,69.99,69.99,26.1763
SO67867,2013-10-06 00:00:00.000,476,4,1,69.99,69.99,26.1763
SO67867,2013-10-06 00:00:00.000,481,4,1,8.99,8.99,3.3623
SO67868,2013-10-06 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO67869,2013-10-06 00:00:00.000,528,1,1,4.99,4.99,1.8663
SO67869,2013-10-06 00:00:00.000,222,1,1,34.99,34.99,13.0863
SO67869,2013-10-06 00:00:00.000,491,1,1,53.99,53.99,41.5723
SO67870,2013-10-06 00:00:00.000,528,4,1,4.99,4.99,1.8663
SO67870,2013-10-06 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO67871,2013-10-06 00:00:00.000,528,7,1,4.99,4.99,1.8663
SO67871,2013-10-06 00:00:00.000,217,7,1,34.99,34.99,13.0863
SO67872,2013-10-06 00:00:00.000,528,10,1,4.99,4.99,1.8663
SO67872,2013-10-06 00:00:00.000,535,10,1,24.99,24.99,9.3463
SO67872,2013-10-06 00:00:00.000,222,10,1,34.99,34.99,13.0863
SO67873,2013-10-06 00:00:00.000,540,7,1,32.60,32.60,12.1924
SO67873,2013-10-06 00:00:00.000,222,7,1,34.99,34.99,13.0863
SO67873,2013-10-06 00:00:00.000,234,7,1,49.99,49.99,38.4923
SO67874,2013-10-06 00:00:00.000,529,10,1,3.99,3.99,1.4923
SO67874,2013-10-06 00:00:00.000,540,10,1,32.60,32.60,12.1924
SO67874,2013-10-06 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO67874,2013-10-06 00:00:00.000,231,10,1,49.99,49.99,38.4923
SO67875,2013-10-06 00:00:00.000,535,10,1,24.99,24.99,9.3463
SO67876,2013-10-06 00:00:00.000,536,7,1,29.99,29.99,11.2163
SO67876,2013-10-06 00:00:00.000,528,7,1,4.99,4.99,1.8663
